,sync,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,Tilt_(degrees),Tilt_Cosine
0,0,280,4,0,-30,-71,-24,5370,-917,-12,0.022413950649463155,0.9999999234823618
1,4,280,4,0,-30,-71,-24,5375,-865,-12,0.044827901180820404,0.9999996939294604
2,8,280,4,0,-44,-82,-28,5400,-845,-12,0.07074147273641092,0.999999237793096
3,12,360,-12,-5,-44,-82,-28,5410,-835,-12,0.09665508525866304,0.9999985771010692
4,16,360,-12,-5,-77,-104,-34,5385,-845,-12,0.12937594853366477,0.999997450637174
5,20,330,4,-14,-77,-104,-34,5385,-845,-12,0.16209746709501502,0.9999959980016316
6,24,330,4,-14,-142,-132,-39,5385,-870,-12,0.20323846283386046,0.9999937087624032
7,28,330,4,-14,-142,-132,-39,5390,-865,-12,0.24438631565660202,0.9999909034261598
8,32,316,-7,13,-189,-142,-47,5410,-870,-12,0.2891186339435241,0.9999872686052401
9,36,316,-7,13,-189,-142,-47,5385,-840,-12,0.3338513219804916,0.9999830242210536
10,40,317,-1,-4,-211,-121,-54,5355,-860,-12,0.3732918172536541,0.9999787763466585
11,44,317,-1,-4,-211,-121,-54,5355,-860,-12,0.41277163798358674,0.9999740496894955
12,48,317,-1,-4,-236,-128,-59,5385,-860,-12,0.45475792568275086,0.999968501997489
13,52,296,14,-12,-236,-128,-59,5430,-845,-12,0.49677612703624674,0.9999624124989323
14,56,296,14,-12,-262,-144,-65,5370,-800,-12,0.5439294984351049,0.9999549383902474
15,60,312,8,7,-262,-144,-65,5380,-790,-12,0.5911018040642807,0.9999467836042522
16,64,312,8,7,-287,-141,-69,5380,-790,-12,0.6378934564211544,0.9999380249982311
17,68,335,5,0,-287,-141,-69,5375,-845,-12,0.6847113930632291,0.9999285940043026
18,72,335,5,0,-283,-120,-69,5380,-830,-12,0.7257445849137152,0.9999197792826918
19,76,335,5,0,-283,-120,-69,5390,-825,-12,0.7668243506744311,0.9999104408324884
20,80,339,-2,35,-251,-116,-68,5375,-820,-12,0.8067261446947079,0.9999008780519629
21,84,339,-2,35,-251,-116,-68,5375,-820,-12,0.8466634198208248,0.9998908211715902
22,88,370,-1,27,-221,-113,-68,5375,-830,-12,0.8858122840560062,0.9998804913099155
23,92,370,-1,27,-221,-113,-68,5385,-875,-12,0.9249911652089442,0.9998696861798548
24,96,370,-1,27,-205,-100,-62,5390,-815,-12,0.9599140457894405,0.9998596607103031
25,100,320,14,-22,-205,-100,-62,5370,-825,-12,0.9948599747298777,0.9998492567947719
26,104,320,14,-22,-189,-81,-51,5370,-825,-12,1.0232816724306555,0.9998405209693845
27,108,314,11,3,-189,-81,-51,5400,-800,-12,1.0517176714601564,0.9998315345340058
28,112,314,11,3,-160,-72,-44,5370,-835,-12,1.0768309186498501,0.9998233933756685
29,116,314,11,3,-160,-72,-44,5380,-800,-12,1.1019517256250801,0.9998150575991597
30,120,347,7,21,-145,-76,-38,5380,-800,-12,1.1273625944869863,0.9998064300357211
31,124,347,7,21,-145,-76,-38,5390,-820,-12,1.1527736516570375,0.9997976057490378
32,128,333,4,35,-144,-85,-33,5390,-820,-12,1.1799427027968465,0.9997879534416223
33,132,333,4,35,-144,-85,-33,5370,-845,-12,1.2071145638322038,0.9997780752931629
34,136,333,4,35,-167,-87,-26,5315,-845,-12,1.2339124951687537,0.9997681128523691
35,140,383,-3,5,-167,-87,-26,5360,-805,-12,1.260722018989769,0.9997579272560914
36,144,383,-3,5,-220,-96,-21,5360,-805,-12,1.2893261042693869,0.999746818502586
37,148,370,-8,12,-220,-96,-21,5365,-840,-12,1.3179572155096815,0.9997354497270174
38,152,370,-8,12,-311,-113,-20,5450,-830,-12,1.3510920561171353,0.9997219809878842
39,156,373,-6,14,-311,-113,-20,5400,-830,-12,1.3842705884595226,0.9997081594753578
40,160,373,-6,14,-414,-120,-19,5385,-830,-12,1.4192676500797177,0.9996932171058143
41,164,373,-6,14,-414,-120,-19,5405,-830,-12,1.454309893056383,0.9996778817438068
42,168,346,6,8,-495,-127,-18,5405,-830,-12,1.4911829263760321,0.9996613414301313
43,172,346,6,8,-495,-127,-18,5360,-825,-12,1.5281027327027683,0.9996443653233164
44,176,339,-2,24,-596,-129,-26,5375,-830,-12,1.5665615308567977,0.9996262401909102
45,180,339,-2,24,-596,-129,-26,5345,-810,-12,1.6050385503565587,0.9996076557660297
46,184,339,-2,24,-698,-118,-26,5370,-790,-11,1.6405067616582152,0.9995901252931403
47,188,344,15,-4,-698,-118,-26,5370,-790,-11,1.6759788779449474,0.9995722097771049
48,192,344,15,-4,-770,-93,-23,5400,-810,-11,1.7042314298483658,0.9995576664706811
49,196,323,14,-25,-770,-93,-23,5370,-805,-11,1.7324781716284,0.9995428831899426
50,200,323,14,-25,-800,-71,-22,5340,-825,-11,1.7545679543800035,0.9995311529513522
51,204,323,14,-25,-800,-71,-22,5420,-785,-11,1.7766508325270327,0.9995192778779657
52,208,357,8,28,-764,-29,-11,5420,-785,-11,1.7859121286877688,0.9995142534213906
53,212,357,8,28,-764,-29,-11,5405,-772,-11,1.795171446511628,0.9995092039316397
54,216,341,-4,43,-712,20,3,5340,-810,-11,1.7893544278768672,0.9995123792413094
55,220,341,-4,43,-712,20,3,5375,-805,-11,1.7835451726905192,0.9995155400312679
56,224,341,-4,43,-705,28,5,5375,-762,-11,1.7753225572511868,0.9995199963551551
57,228,351,25,13,-705,28,5,5375,-762,-11,1.767110754725584,0.9995244262737445
58,232,351,25,13,-731,0,-14,5375,-762,-11,1.768917283790527,0.9995234534896336
59,236,348,-5,18,-731,0,-14,5345,-772,-11,1.7707462438521104,0.9995224676145826
60,240,348,-5,18,-704,-10,-19,5350,-747,-11,1.7759406257626416,0.9995196621026298
61,244,348,-5,18,-704,-10,-19,5350,-747,-11,1.7811567816171336,0.9995168365636145
62,248,343,8,-5,-704,-12,-17,5405,-815,-11,1.786656642029914,0.9995138483724825
63,2,343,8,-5,-704,-12,-17,5405,-815,-11,1.7921718459607718,0.9995108425965853
64,6,333,10,22,-713,-43,-28,5375,-790,-11,1.8074444664262743,0.9995024707148793
65,10,333,10,22,-713,-43,-28,5385,-777,-11,1.8227237157000729,0.9994940241357089
66,14,338,0,3,-685,-70,-38,5390,-727,-11,1.8465430077025715,0.9994807147304061
67,18,338,0,3,-685,-70,-38,5390,-727,-11,1.8703629559733823,0.9994672322136787
68,22,338,0,3,-625,-132,-60,5340,-762,-11,1.9136274562453333,0.9994423019129122
69,26,345,5,12,-625,-132,-60,5390,-777,-11,1.95688687577445,0.9994168047701608
70,30,345,5,12,-614,-189,-78,5380,-767,-11,2.0176958398335247,0.9993800006210494
71,34,337,7,6,-614,-189,-78,5370,-762,-11,2.0785046745826667,0.9993420708592559
72,38,337,7,6,-581,-235,-93,5365,-747,-11,2.1535517308625662,0.9992937080981672
73,42,337,7,6,-581,-235,-93,5365,-747,-11,2.2286088217717968,0.999243624114763
74,46,336,5,9,-555,-288,-117,5355,-742,-11,2.321036897146626,0.999179592850559
75,50,336,5,9,-555,-288,-117,5345,-702,-11,2.413478684324973,0.9991129513130333
76,54,349,2,8,-531,-334,-136,5320,-767,-11,2.520747497411278,0.9990323609722389
77,58,349,2,8,-531,-334,-136,5320,-727,-11,2.6280344291201585,0.9989482544142375
78,62,349,2,8,-512,-383,-158,5320,-727,-11,2.751368871833256,0.998847239939035
79,66,339,5,6,-512,-383,-158,5350,-702,-11,2.874722278105532,0.9987415805551456
80,70,339,5,6,-495,-429,-178,5325,-697,-11,3.01305460941944,0.9986175842994306
81,74,333,5,12,-495,-429,-178,5315,-785,-11,3.1514063867970847,0.998487748338217
82,78,333,5,12,-479,-476,-200,5320,-707,-11,3.305281721386184,0.9983365059228336
83,82,333,5,12,-479,-476,-200,5320,-707,-11,3.4591742556105816,0.9981780447822096
84,86,343,3,9,-464,-521,-220,5275,-652,-11,3.627783974543759,0.997996162592925
85,90,343,3,9,-464,-521,-220,5265,-672,-12,3.7964097614121286,0.9978056191541015
86,94,336,5,8,-449,-566,-242,5290,-620,-12,3.980026875025098,0.9975883065304973
87,98,336,5,8,-449,-566,-242,5270,-640,-12,4.163656562784635,0.9973607324995846
88,102,336,5,8,-434,-608,-263,5270,-640,-12,4.361340019441973,0.9971042909542525
89,106,341,2,10,-434,-608,-263,5270,-640,-12,4.559032641790265,0.9968359671082003
90,110,341,2,10,-420,-651,-284,5280,-605,-12,4.771042567549093,0.9965350229742551
91,114,332,6,10,-420,-651,-284,5230,-605,-12,4.983059313233671,0.9962204239519407
92,118,332,6,10,-406,-692,-304,5230,-605,-12,5.208722821454224,0.995870588993767
93,122,332,6,9,-406,-692,-304,5220,-535,-12,5.43439123890361,0.9955052976545443
94,126,332,6,9,-391,-733,-324,5220,-535,-12,5.6737049713121985,0.9951010464619577
95,130,332,6,9,-391,-733,-324,5265,-487,-13,5.913022150996057,0.9946794287990534
96,134,335,5,10,-375,-772,-343,5255,-492,-12,6.165314832145899,0.9942161614145114
97,138,335,5,10,-375,-772,-343,5190,-477,-13,6.417609868777042,0.9937336122258157
98,142,331,5,11,-358,-810,-362,5190,-477,-13,6.682612873673783,0.9932060090130638
99,146,331,5,11,-358,-810,-362,5220,-452,-13,6.9476171990715985,0.9926571561456393
100,150,331,5,11,-340,-847,-379,5160,-417,-13,7.224791540606498,0.9920603775028318
101,154,336,4,15,-340,-847,-379,5220,-462,-13,7.501967256712777,0.9914403791586451
102,158,336,4,15,-321,-882,-397,5160,-365,-13,7.790914856264409,0.990769347846967
103,162,334,5,10,-321,-882,-397,5165,-385,-13,8.079863086041891,0.990073117077058
104,167,334,5,10,-302,-915,-413,5165,-385,-13,8.379778726629318,0.9893238281127918
105,171,334,5,10,-302,-915,-413,5142,-335,-14,8.679694933717524,0.9885474300955107
106,175,321,6,15,-282,-947,-429,5165,-375,-14,8.990311850812695,0.9877147779948944
107,179,321,6,15,-282,-947,-429,5152,-340,-14,9.300929263844676,0.986853095270904
108,183,328,6,12,-262,-977,-443,5122,-305,-14,9.621443593882018,0.9859335529262439
109,187,328,6,12,-262,-977,-443,5122,-305,-14,9.941958869180956,0.9849831548218082
110,191,328,6,12,-241,-1005,-458,5137,-265,-14,10.271973049731868,0.9839723835675874
111,195,333,3,17,-241,-1005,-458,5082,-257,-14,10.601988019046376,0.9829289659099382
112,199,333,3,17,-220,-1031,-471,5052,-257,-14,10.940698038216173,0.9818241477002206
113,203,327,5,14,-220,-1031,-471,5042,-212,-14,11.279409188396684,0.9806850138480979
114,207,327,5,14,-198,-1054,-483,5042,-212,-14,11.625880245121033,0.9794843236818102
115,211,325,7,15,-198,-1054,-483,5042,-212,-14,11.972352751270533,0.9782478116294407
116,215,325,7,15,-177,-1074,-492,4997,-207,-15,12.325379997900189,0.9769511136771947
117,219,325,7,15,-177,-1074,-492,4992,-142,-15,12.678409497690536,0.9756173183056808
118,223,333,4,16,-154,-1090,-499,4977,-120,-15,13.036657373764067,0.9742259435187276
119,227,333,4,16,-154,-1090,-499,4937,-85,-15,13.394908463095808,0.972796468433372
120,231,340,-1,15,-130,-1102,-500,4937,-85,-15,13.756503168439023,0.9713150858034961
121,235,340,-1,15,-130,-1102,-500,4967,-90,-16,14.118103549843566,0.9697949926774462
122,239,340,-1,15,-107,-1113,-499,4872,-55,-16,14.482515232706522,0.9682240029508599
123,243,331,2,17,-107,-1113,-499,4872,-55,-16,14.846935709634428,0.9666138074915152
124,247,331,2,17,-86,-1120,-492,4882,-80,-16,15.212298960143723,0.9649601914057917
125,2,329,3,16,-86,-1120,-492,4882,-80,-16,15.57767605119739,0.9632672719506827
126,6,329,3,16,-67,-1125,-483,4857,-60,-16,15.943203101698774,0.9615344609445015
127,10,329,3,16,-67,-1125,-483,4847,-10,-16,16.30874983925336,0.9597624191867721
128,14,342,-2,16,-53,-1126,-469,4800,-5,-16,16.672721431632016,0.9579591988673205
129,18,342,-2,16,-53,-1126,-469,4800,-5,-16,17.036720348072244,0.9561171811916735
130,22,328,2,19,-45,-1126,-452,4790,-5,-17,17.398494896849247,0.9542481836912694
131,26,328,2,19,-45,-1126,-452,4760,-30,-17,17.76030602036146,0.952340947079066
132,30,328,2,19,-40,-1123,-433,4720,15,-17,18.118845093329355,0.9504134959647755
133,34,335,0,21,-40,-1123,-433,4795,45,-17,18.47743056925425,0.9484485713847004
134,38,335,0,21,-41,-1116,-412,4705,20,-17,18.831429530957596,0.946472339238831
135,42,337,-3,22,-41,-1116,-412,4705,20,-17,19.185484221121026,0.944459657680652
136,46,337,-3,22,-47,-1106,-388,4725,65,-17,19.5337779263829,0.9424445361242316
137,50,337,-3,22,-47,-1106,-388,4685,80,-17,19.882137511359957,0.9403941977832724
138,54,331,-1,21,-60,-1092,-362,4695,105,-18,20.223424777836716,0.938351772786099
139,58,331,-1,21,-60,-1092,-362,4610,85,-18,20.564786954299077,0.9362755950468259
140,62,332,-3,21,-82,-1075,-334,4610,85,-18,20.898034489114877,0.9342167115387046
141,66,332,-3,21,-82,-1075,-334,4610,85,-18,21.231364558668222,0.9321257028860124
142,70,337,-6,25,-116,-1053,-303,4660,147,-18,21.554867601130486,0.9300661724103062
143,74,337,-6,25,-116,-1053,-303,4605,157,-18,21.878458284715816,0.9279764219735375
144,78,337,-6,25,-172,-1029,-272,4625,162,-18,22.19169611372401,0.9259253356102255
145,82,337,-5,21,-172,-1029,-272,4580,137,-18,22.505019001647916,0.9238460066235917
146,86,337,-5,21,-239,-1002,-239,4580,137,-18,22.806931745383608,0.9218162625167778
147,90,333,-3,26,-239,-1002,-239,4535,162,-18,23.10892298657453,0.9197603853525218
148,94,333,-3,26,-309,-972,-205,4555,172,-18,23.39856798793918,0.9177645514437933
149,98,333,-3,26,-309,-972,-205,4580,212,-18,23.688281786506103,0.9157447811135518
150,102,326,-1,25,-377,-940,-169,4585,142,-18,23.96485623696748,0.9137947676110443
151,106,326,-1,25,-377,-940,-169,4585,142,-18,24.24148960078716,0.9118230394330347
152,110,336,-6,25,-453,-905,-134,4550,162,-18,24.50428469456154,0.909930256730667
153,114,336,-6,25,-453,-905,-134,4535,192,-18,24.76712138890272,0.9080180274477825
154,118,336,-6,25,-538,-869,-97,4502,222,-18,25.015581356839583,0.906192824188406
155,122,351,-11,27,-538,-869,-97,4540,222,-18,25.264060878267333,0.9043504345734076
156,126,351,-11,27,-640,-831,-60,4540,222,-18,25.49758811376546,0.902603406068028
157,130,348,-2,24,-640,-831,-60,4530,252,-18,25.73110139522586,0.9008414889974111
158,134,348,-2,24,-757,-792,-22,4550,290,-18,25.94921894698949,0.8991822200822024
159,138,348,-2,24,-757,-792,-22,4565,232,-18,26.167278249133723,0.8975103683401228
160,142,325,-5,32,-844,-750,16,4565,232,-18,26.369084133639625,0.8959515477112463
161,146,325,-5,32,-844,-750,16,4525,280,-18,26.57079671844438,0.8943823405433132
162,150,333,-5,26,-940,-699,55,4525,280,-18,26.75363217130103,0.8929504083696448
163,154,333,-5,26,-940,-699,55,4535,320,-18,26.936329161206533,0.8915104780317196
164,158,352,-13,31,-1063,-642,93,4530,330,-18,27.098571959581903,0.8902241583391464
165,162,352,-13,31,-1063,-642,93,4550,315,-18,27.26061084546269,0.8889323306522454
166,166,352,-13,31,-1209,-582,133,4550,315,-18,27.401034702453437,0.8878070742600137
167,170,332,-9,31,-1209,-582,173,4535,345,-18,27.53606012170328,0.8867200477901337
168,174,332,-9,31,-1370,-519,173,4540,340,-18,27.653701760474227,0.8857689553898369
169,178,338,-9,30,-1370,-519,212,4570,365,-17,27.765909768442754,0.8848583125107581
170,182,338,-9,30,-1545,-456,212,4580,345,-17,27.860677304220246,0.8840865670773705
171,186,338,-9,30,-1545,-456,251,4580,345,-17,27.94981753762086,0.8833584404370834
172,190,328,-6,29,-1747,-393,251,4580,345,-17,28.02145435094652,0.8827717377763262
173,194,328,-6,29,-1747,-393,289,4535,370,-17,28.08736314881822,0.8822307284269937
174,198,344,-10,31,-1966,-330,289,4545,407,-16,28.13570901211366,0.8818331413486667
175,202,344,-10,31,-1966,-269,327,4590,462,-16,28.16186204058328,0.8816178021686552
176,206,344,-10,31,-2184,-269,327,4570,422,-16,28.18710294955335,0.8814097990212375
177,210,327,-4,30,-2184,-210,366,4570,422,-16,28.1903668847769,0.8813828893690893
178,214,327,-4,30,-2403,-210,366,4625,442,-16,28.192566808263003,0.8813647503931543
179,218,336,-7,28,-2403,-154,406,4610,402,-15,28.173246699527976,0.8815240056140662
180,222,336,-7,28,-2631,-154,406,4620,447,-15,28.152701047152945,0.881693252991987
181,226,336,-7,28,-2858,-102,446,4610,477,-15,28.111314197756442,0.8820338381016363
182,230,340,-8,31,-2858,-102,446,4610,477,-15,28.06853901228773,0.882385364618219
183,234,340,-8,31,-3072,-55,488,4655,437,-14,28.005678178602544,0.8829010625240834
184,238,342,-5,24,-3072,-55,488,4655,447,-14,27.941269909931165,0.8834283529728043
185,242,342,-5,24,-3277,-12,530,4675,467,-13,27.857551709322586,0.8841120591388238
186,246,342,-5,24,-3277,-12,530,4660,462,-13,27.772133547515015,0.8848077030179812
187,1,329,-1,24,-3464,25,574,4660,462,-13,27.668320545335646,0.8856505065866525
188,5,329,-1,24,-3464,25,574,4685,422,-13,27.56266228282472,0.8865053053586887
189,9,338,-3,26,-3630,58,617,4725,422,-13,27.439503329534233,0.8874978833452768
190,13,338,-3,26,-3630,58,617,4735,412,-12,27.314373470353697,0.888502145857189
191,17,330,-1,26,-3775,85,660,4735,412,-12,27.17292674409371,0.8896322607411324
192,21,330,-1,26,-3775,85,660,4740,365,-12,27.02939861609461,0.8907734631821728
193,25,330,-1,26,-3899,107,702,4790,380,-11,26.870653675011397,0.8920291451498651
194,29,341,-4,27,-3899,107,702,4805,397,-11,26.709736326632605,0.8932950222221341
195,33,341,-4,27,-4006,127,742,4800,350,-11,26.534205892080166,0.8946678196117039
196,37,338,-1,23,-4006,127,742,4867,350,-10,26.35643782386677,0.8960495589584843
197,41,338,-1,23,-4095,146,774,4867,350,-10,26.165710555047347,0.8975224342100826
198,45,338,-1,23,-4095,146,774,4830,192,-10,25.972725432775253,0.899002622710878
199,49,326,6,24,-4169,160,803,4800,252,-9,25.76837219446796,0.9005588858526458
200,53,326,6,24,-4169,160,803,4815,167,-9,25.56176194532026,0.9021206909144521
201,57,344,0,25,-4228,172,826,4820,115,-9,25.345421115330364,0.9037434785144033
202,61,344,0,25,-4228,172,826,4887,75,-8,25.126859122109018,0.9053698432627048
203,65,344,0,25,-4270,180,845,4887,75,-8,24.900240725333006,0.907042245322687
204,69,343,0,19,-4270,180,845,4917,-10,-8,24.67146119682089,0.9087162027692562
205,73,343,0,19,-4300,187,858,4927,-50,-8,24.43622022344753,0.9104223298691966
206,77,334,4,25,-4300,187,858,4932,-90,-7,24.19891090876754,0.912127907917925
207,81,334,4,25,-4316,191,865,4932,-152,-7,23.95719545155713,0.9138490676116763
208,85,334,4,25,-4316,191,865,4932,-152,-7,23.71353013135413,0.9155676497151302
209,89,338,4,20,-4318,191,868,4982,-252,-6,23.467244709630446,0.9172878844367065
210,93,338,4,20,-4318,191,868,4992,-275,-6,23.219141275763054,0.9190036805285322
211,97,336,5,19,-4307,189,865,5032,-355,-6,22.970376237118156,0.9207067509823341
212,101,336,5,19,-4307,189,865,5012,-412,-5,22.71994569008282,0.9224036927339891
213,105,336,5,19,-4282,185,858,5012,-412,-5,22.470347834909468,0.9240774581361404
214,109,329,9,20,-4282,185,858,4997,-447,-5,22.219249170129274,0.9257435926422535
215,113,329,9,20,-4247,180,845,5012,-477,-5,21.970875822650324,0.9273741520962424
216,117,331,8,19,-4247,180,845,5037,-657,-5,21.721181553100042,0.9289958171644267
217,121,331,8,19,-4203,173,829,5072,-707,-4,21.475480734711137,0.930574324016348
218,125,337,8,17,-4203,173,829,5072,-707,-4,21.22863880236124,0.9321429298269025
219,129,337,8,17,-4153,167,807,5057,-712,-4,20.98749815885557,0.9336585995464408
220,133,337,8,17,-4153,167,807,5022,-800,-4,20.74541179328711,0.9351635780708567
221,137,337,8,16,-4100,159,782,5067,-987,-3,20.51030887195054,0.9366091634594883
222,141,337,8,16,-4100,159,782,5067,-987,-3,20.274447319309385,0.9380435671457683
223,145,345,6,18,-4045,152,752,5057,-967,-3,20.047082156834986,0.939411252378957
224,149,345,6,18,-4045,152,752,5057,-977,-3,19.81915259894842,0.9407674844619381
225,153,345,6,18,-3986,146,720,5057,-1022,-3,19.600427934870094,0.9420549473160275
226,157,338,8,18,-3986,146,720,5077,-1182,-3,19.38133316856151,0.9433308252095884
227,161,338,8,18,-3926,139,685,5077,-1197,-2,19.172612971127226,0.9445334585736126
228,165,334,12,16,-3926,139,685,5077,-1197,-2,18.963705025017795,0.9457246224985749
229,169,334,12,16,-3863,131,646,5047,-1277,-2,18.766598882501142,0.9468369670898346
230,173,334,12,16,-3863,131,646,5042,-1287,-2,18.569472810540667,0.9479382169868986
231,177,339,12,16,-3800,124,604,5042,-1370,-1,18.38513934322555,0.9489578487942312
232,181,339,12,16,-3800,124,604,5077,-1420,-2,18.200945652362105,0.949966896386361
233,185,342,12,14,-3733,117,560,5007,-1512,-1,18.030285774192738,0.95089304123429
234,189,342,12,14,-3733,117,560,5007,-1512,-1,17.859906899188775,0.9518092457102874
235,193,342,12,14,-3662,111,513,5062,-1580,-1,17.704037836868363,0.9526400525993812
236,197,324,18,11,-3662,111,513,5067,-1675,-1,17.548575939600912,0.9534616666126077
237,201,324,18,11,-3586,105,464,5037,-1675,-1,17.408308781194805,0.9541969529062929
238,205,329,17,13,-3586,105,464,5052,-1717,-1,17.268549276618028,0.9549238902761996
239,209,329,17,13,-3503,98,414,5052,-1717,-1,17.144326568392103,0.9555652460882185
240,213,329,17,13,-3503,98,414,5052,-1762,-1,17.020676440490764,0.9561991849448765
241,217,356,7,15,-3414,93,361,5052,-1875,-1,16.913444068085568,0.9567453464100253
242,221,356,7,15,-3414,93,361,5062,-1910,-1,16.806831239946444,0.9572850301520193
243,225,345,15,13,-3321,88,307,5057,-1935,0,16.716885384553674,0.9577377665106919
244,229,345,15,13,-3321,88,307,5057,-1935,0,16.62757462726811,0.9581849708081791
245,233,355,13,13,-3224,83,251,5057,-1972,0,16.555423361736842,0.9585445525589256
246,237,355,13,13,-3224,83,251,5037,-2077,0,16.48389145986439,0.9588995470528519
247,241,355,13,13,-3123,78,194,5007,-2095,0,16.42966035689093,0.9591676860547464
248,245,361,10,11,-3123,78,194,5017,-2120,0,16.376003972118617,0.9594321377431425
249,0,361,10,11,-3017,73,136,5017,-2120,0,16.33974175141363,0.9596103838213954
250,4,343,14,13,-3017,73,136,5067,-2150,0,16.30398398767695,0.9597857738595145
251,8,343,14,13,-2910,68,78,5007,-2210,0,16.285380441237706,0.9598768754887437
252,12,343,14,13,-2910,68,78,5007,-2237,0,16.267191879777478,0.9599658471004263
253,16,328,8,12,-2801,64,20,5007,-2237,0,16.26596173400119,0.9599718610189963
254,20,328,8,12,-2801,64,20,5052,-2257,0,16.265048331788858,0.95997632616002
255,24,300,5,12,-2696,60,-36,5052,-2257,0,16.28024571566519,0.9599020024375249
256,28,300,5,12,-2696,60,-36,4962,-2337,1,16.295656101637007,0.9598265680555251
257,32,300,5,12,-2596,58,-90,4997,-2307,1,16.326509396703077,0.9596753314255513
258,36,267,8,11,-2596,58,-90,4972,-2360,1,16.357480009359335,0.959523239859136
259,40,267,8,11,-2504,57,-140,4972,-2360,1,16.402611329006884,0.9593011054678792
260,44,260,3,12,-2504,57,-140,4987,-2385,1,16.447773103524952,0.9590782253726624
261,48,260,3,12,-2418,58,-186,4982,-2445,1,16.505960600945862,0.9587901829636243
262,52,260,3,12,-2418,58,-186,4977,-2425,1,16.56410561076731,0.9585013630949568
263,56,248,2,14,-2337,59,-227,4962,-2440,1,16.633703733995883,0.9581543550241618
264,60,248,2,14,-2337,59,-227,4967,-2492,1,16.703195300195315,0.9578064676881117
265,64,220,1,11,-2260,61,-264,4967,-2492,1,16.782994532525006,0.957405240406639
266,68,220,1,11,-2260,61,-264,4977,-2527,1,16.862634621579865,0.9570029616885246
267,72,184,3,11,-2185,64,-297,4957,-2497,1,16.951481283638355,0.9565519967332234
268,76,184,3,11,-2185,64,-297,4912,-2507,1,17.040127471599835,0.9560997570226182
269,80,184,3,11,-2111,68,-325,4947,-2512,1,17.136651810259536,0.9556047231944268
270,84,153,3,8,-2111,68,-325,4947,-2512,1,17.232946100228848,0.9551081667731691
271,88,153,3,8,-2030,74,-347,4892,-2527,1,17.335703312455177,0.9545753078611622
272,92,130,1,13,-2030,74,-347,4942,-2542,1,17.43821576016564,0.9540406588018574
273,96,130,1,13,-1943,80,-363,4922,-2527,1,17.545562511070873,0.953477523210259
274,100,130,1,13,-1943,80,-363,4947,-2562,2,17.652659194655246,0.9529123642424586
275,104,141,-3,6,-1851,86,-373,4947,-2562,2,17.76299809037551,0.9523266137818678
276,108,141,-3,6,-1851,86,-373,4922,-2577,2,17.87309019416153,0.9517386534781079
277,112,65,14,8,-1760,92,-377,4922,-2592,1,17.984865864077584,0.9511381070203023
278,116,65,14,8,-1760,92,-377,4887,-2620,2,18.096404664468363,0.9505352248398955
279,120,65,14,8,-1672,96,-376,4862,-2635,2,18.208057802469636,0.9499281168518022
280,124,109,-3,14,-1672,96,-376,4862,-2635,2,18.319485721716852,0.9493186370434226
281,128,109,-3,14,-1590,100,-368,4872,-2597,2,18.429258993481785,0.9487146967686267
282,132,89,-4,11,-1590,100,-368,4867,-2645,2,18.538823857309307,0.9481084305642009
283,136,89,-4,11,-1514,100,-356,4857,-2700,2,18.64513350622204,0.9475168627127328
284,140,89,-4,11,-1514,100,-356,4857,-2700,2,18.751248852204625,0.9469231229882332
285,144,115,-5,13,-1439,99,-338,4897,-2670,2,18.85247049598657,0.9463537377815021
286,148,115,-5,13,-1439,99,-338,4897,-2670,2,18.953515338505834,0.9457824012164945
287,152,70,-9,19,-1367,97,-318,4847,-2730,2,19.049050037157155,0.9452395152586607
288,156,70,-9,19,-1367,97,-318,4857,-2680,2,19.144425333384362,0.9446949137344107
289,160,70,-9,19,-1298,93,-296,4857,-2782,2,19.233509069039236,0.9441838731919097
290,164,51,-5,11,-1298,93,-296,4857,-2782,2,19.3224496215063,0.9436713770521559
291,168,51,-5,11,-1232,88,-271,4847,-2720,2,19.40423297935181,0.9431981154994405
292,172,41,-1,3,-1232,88,-271,4842,-2735,2,19.485889964971193,0.9427236679769269
293,176,41,-1,3,-1167,82,-243,4837,-2710,2,19.559529704469753,0.9422941605941377
294,180,45,-5,6,-1167,82,-243,4847,-2787,2,19.63306067216715,0.9418637345156263
295,184,45,-5,6,-1103,75,-213,4862,-2767,2,19.697963579386123,0.9414825253395297
296,188,45,-5,6,-1103,75,-213,4862,-2767,2,19.762775382797027,0.9411006457278537
297,192,42,-6,7,-1041,67,-182,4857,-2792,2,19.818591786099717,0.9407708030723196
298,196,42,-6,7,-1041,67,-182,4847,-2782,2,19.87433404586269,0.9404405075237041
299,200,30,-4,3,-980,58,-150,4857,-2812,2,19.920711270342565,0.9401650252283886
300,204,30,-4,3,-980,58,-150,4867,-2822,2,19.967030720599453,0.9398892712820015
301,208,30,-4,3,-921,48,-118,4867,-2822,2,20.003852170411246,0.9396696236022873
302,212,23,-2,3,-921,48,-118,4852,-2847,2,20.040630889156496,0.9394498434083169
303,216,23,-2,3,-864,38,-85,4815,-2885,2,20.067717542488673,0.9392877329823023
304,220,21,-4,6,-864,38,-85,4815,-2862,2,20.094776854120543,0.9391255765859142
305,224,21,-4,6,-807,28,-53,4825,-2945,2,20.112424807828774,0.9390197061019891
306,228,21,-4,6,-807,28,-53,4825,-2945,2,20.130059834706184,0.9389138241764962
